id,ChEBI,CID
s_0923[m],CHEBI:60415,90658278
s_0924[c],CHEBI:29033,27284
s_0925[e],CHEBI:29033,27284
s_0926[m],CHEBI:29033,27284
s_0927[c],CHEBI:31725,31276
s_0928[e],CHEBI:31725,31276
s_0929[c],CHEBI:15837,31260
s_0930[e],CHEBI:15837,31260
s_0931[m],CHEBI:15837,31260
s_0932[c],CHEBI:46645,6560
s_0933[e],CHEBI:46645,6560
s_0934[m],CHEBI:46645,6560
s_0935[c],CHEBI:50569,8038
s_0936[e],CHEBI:50569,8038
s_0937[c],CHEBI:48943,6561
s_0938[e],CHEBI:48943,6561
s_0939[m],CHEBI:48943,6561
s_0940[c],CHEBI:16087,5460172
s_0941[m],CHEBI:16087,5460172
s_0942[p],CHEBI:16087,5460172
s_0943[c],CHEBI:128769,15983957
s_0944[lp],CHEBI:128769,15983957
s_0945[m],CHEBI:128769,15983957
s_0946[m],CHEBI:17240,5459996
s_0949[m],CHEBI:57381,45266606
s_0950[c],CHEBI:61402,135398642
s_0951[c],CHEBI:18005,4592697
s_0952[c],CHEBI:40673,440033
s_0953[c],CHEBI:58672,6992111
s_0954[m],CHEBI:27809,440851
s_0955[c],CHEBI:16977,5950
s_0956[e],CHEBI:16977,5950
s_0957[m],CHEBI:16977,5950
s_0958[c],CHEBI:28718,99289
s_0959[c],CHEBI:17917,160603
s_0960[c],CHEBI:58671,25244138
s_0961[c],CHEBI:18403,439255
s_0962[e],CHEBI:18403,439255
s_0963[c],CHEBI:30849,
s_0964[e],CHEBI:30849,
s_0965[c],CHEBI:32682,1549073
s_0966[e],CHEBI:32682,1549073
s_0967[m],CHEBI:32682,1549073
s_0968[v],CHEBI:32682,1549073
s_0969[c],CHEBI:17196,6267
s_0970[e],CHEBI:17196,6267
s_0971[m],CHEBI:17196,6267
s_0972[v],CHEBI:17196,6267
s_0973[c],CHEBI:29991,5460294
s_0974[e],CHEBI:29991,5460294
s_0975[m],CHEBI:29991,5460294
s_0976[p],CHEBI:29991,5460294
s_0977[v],CHEBI:29991,5460294
s_0978[c],CHEBI:18051,439235
s_0979[c],CHEBI:16349,9750
s_0980[c],CHEBI:17482,439258
s_0981[c],CHEBI:17561,5862
s_0982[e],CHEBI:17561,5862
s_0983[c],CHEBI:4047,439498
s_0984[c],CHEBI:16283,67678
s_0985[v],CHEBI:16283,67678
s_0986[c],CHEBI:58274,44457531
s_0987[c],CHEBI:50619,440103
s_0988[c],CHEBI:58173,7059430
s_0989[c],CHEBI:28789,82170
s_0990[e],CHEBI:28789,82170
s_0991[c],CHEBI:29985,5460299
s_0992[e],CHEBI:29985,5460299
s_0993[m],CHEBI:29985,5460299
s_0994[n],CHEBI:29985,5460299
s_0995[p],CHEBI:29985,5460299
s_0996[v],CHEBI:29985,5460299
s_0997[c],CHEBI:17232,193305
s_0999[c],CHEBI:18050,5961
s_1000[e],CHEBI:18050,5961
s_1001[n],CHEBI:18050,5961
s_1002[v],CHEBI:18050,5961
s_1003[c],CHEBI:15428,750
s_1004[e],CHEBI:15428,750
s_1005[m],CHEBI:15428,750
s_1006[c],CHEBI:15971,6274
s_1007[e],CHEBI:15971,6274
s_1008[m],CHEBI:15971,6274
s_1009[v],CHEBI:15971,6274
s_1010[c],CHEBI:57699,6950298
s_1011[c],CHEBI:57980,49791964
s_1012[c],CHEBI:17588,91552
s_1014[c],CHEBI:15699,12647
s_1015[e],CHEBI:15699,12647
s_1016[c],CHEBI:17191,6306
s_1017[e],CHEBI:17191,6306
s_1018[m],CHEBI:17191,6306
s_1019[v],CHEBI:17191,6306
s_1020[c],CHEBI:16946,161166
s_1021[c],CHEBI:15603,6106
s_1022[e],CHEBI:15603,6106
s_1023[m],CHEBI:15603,6106
s_1024[v],CHEBI:15603,6106
s_1025[c],CHEBI:32551,5460926
s_1026[e],CHEBI:32551,5460926
s_1027[m],CHEBI:32551,5460926
s_1028[v],CHEBI:32551,5460926
s_1029[c],CHEBI:16643,6137
s_1030[e],CHEBI:16643,6137
s_1031[m],CHEBI:16643,6137
s_1032[c],CHEBI:17295,6140
s_1033[e],CHEBI:17295,6140
s_1034[m],CHEBI:17295,6140
s_1035[c],CHEBI:17203,145742
s_1036[e],CHEBI:17203,145742
s_1037[m],CHEBI:17203,145742
s_1038[c],CHEBI:57951,49791954
s_1039[c],CHEBI:17115,5951
s_1040[er],CHEBI:17115,5951
s_1041[e],CHEBI:17115,5951
s_1042[m],CHEBI:17115,5951
s_1043[c],CHEBI:17266,
s_1044[e],CHEBI:17266,
s_1045[c],CHEBI:16857,6288
s_1046[e],CHEBI:16857,6288
s_1047[m],CHEBI:16857,6288
s_1048[c],CHEBI:16828,6305
s_1049[e],CHEBI:16828,6305
s_1050[m],CHEBI:16828,6305
s_1051[c],CHEBI:17895,6057
s_1052[e],CHEBI:17895,6057
s_1053[m],CHEBI:17895,6057
s_1054[p],CHEBI:17895,6057
s_1055[v],CHEBI:17895,6057
s_1056[c],CHEBI:16414,6287
s_1057[e],CHEBI:16414,6287
s_1058[m],CHEBI:16414,6287
s_1059[c],CHEBI:16521,246983
s_1061[e],CHEBI:16521,246983
s_1065[c],CHEBI:18262,4149208
s_1067[e],CHEBI:18262,4149208
s_1070[p],CHEBI:18262,4149208
s_1073[c],CHEBI:57375,25113193
s_1076[p],CHEBI:57375,25113193
s_1077[c],CHEBI:16624,
s_1078[m],CHEBI:16624,
s_1079[c],CHEBI:57463,21158437
s_1080[n],CHEBI:57463,21158437
s_1081[c],CHEBI:57461,23615214
s_1082[n],CHEBI:57461,23615214
s_1085[er],CHEBI:31014,5461021
s_1096[c],CHEBI:18059,
s_1097[m],CHEBI:17460,863
s_1098[m],CHEBI:15804,
s_1099[c],CHEBI:16047,
s_1100[m],CHEBI:16047,
s_1101[c],CHEBI:57384,45266608
s_1104[m],CHEBI:57384,45266608
s_1105[c],CHEBI:17306,439186
s_1106[e],CHEBI:17306,439186
s_1107[c],CHEBI:28808,
s_1108[er],CHEBI:28808,
s_1109[er],CHEBI:60449,49792039
s_1110[m],CHEBI:60449,49792039
s_1111[er],CHEBI:60448,49792038
s_1112[m],CHEBI:60448,49792038
s_1114[g],CHEBI:25168,
s_1116[er],CHEBI:60416,70678598
s_1117[g],CHEBI:60416,70678598
s_1118[m],CHEBI:60416,70678598
s_1119[er],CHEBI:62706,71627147
s_1120[g],CHEBI:62706,71627147
s_1121[m],CHEBI:62706,71627147
s_1122[er],CHEBI:60420,70678592
s_1123[g],CHEBI:60420,70678592
s_1124[m],CHEBI:60420,70678592
s_1125[er],CHEBI:62710,53356752
s_1126[g],CHEBI:62710,53356752
s_1127[m],CHEBI:62710,53356752
s_1128[er],CHEBI:60418,70678594
s_1129[g],CHEBI:60418,70678594
s_1130[m],CHEBI:60418,70678594
s_1131[er],CHEBI:62708,53356750
s_1132[g],CHEBI:62708,53356750
s_1133[m],CHEBI:62708,53356750
s_1134[er],CHEBI:60422,70678597
s_1135[g],CHEBI:60422,70678597
s_1136[m],CHEBI:60422,70678597
s_1137[er],CHEBI:62712,53356753
s_1138[g],CHEBI:62712,53356753
s_1139[m],CHEBI:62712,53356753
s_1140[er],CHEBI:60435,70678593
s_1141[g],CHEBI:60435,70678593
s_1142[m],CHEBI:60435,70678593
s_1143[er],CHEBI:62683,53356719
s_1144[g],CHEBI:62683,53356719
s_1145[m],CHEBI:62683,53356719
s_1148[c],CHEBI:16635,
s_1149[m],CHEBI:16635,
s_1150[c],CHEBI:16007,878
s_1151[c],CHEBI:17158,880
s_1153[c],CHEBI:17268,892
s_1154[e],CHEBI:17268,892
s_1156[c],CHEBI:57733,23615305
s_1157[n],CHEBI:57733,23615305
s_1158[c],CHEBI:58130,21584050
s_1159[n],CHEBI:58130,21584050
s_1161[c],CHEBI:30807,4075158
s_1163[e],CHEBI:30807,4075158
s_1166[p],CHEBI:30807,4075158
s_1176[c],CHEBI:57385,25244582
s_1179[p],CHEBI:57385,25244582
s_1180[c],CHEBI:58324,25203502
s_1181[c],CHEBI:58101,25201943
s_1182[m],CHEBI:16543,439232
s_1183[c],CHEBI:27596,64969
s_1184[c],CHEBI:12427,24892751
s_1185[c],CHEBI:50611,14554236
s_1186[e],CHEBI:50611,14554236
s_1187[c],CHEBI:18277,9548600
s_1188[c],CHEBI:59458,25245609
s_1189[c],CHEBI:16446,440364
s_1190[c],CHEBI:57513,25243963
s_1191[m],CHEBI:57936,49791951
s_1192[m],CHEBI:44337,1549099
s_1193[c],CHEBI:58263,25243990
s_1194[c],CHEBI:32814,5460257
s_1195[c],CHEBI:30249,439788
s_1196[c],CHEBI:50603,13025455
s_1198[c],CHEBI:57540,15938971
s_1199[er],CHEBI:57540,15938971
s_1200[m],CHEBI:57540,15938971
s_1201[n],CHEBI:57540,15938971
s_1202[p],CHEBI:57540,15938971
s_1203[c],CHEBI:57945,21604869
s_1204[er],CHEBI:57945,21604869
s_1205[m],CHEBI:57945,21604869
s_1206[p],CHEBI:57945,21604869
s_1207[c],CHEBI:58349,15938972
s_1208[er],CHEBI:58349,15938972
s_1210[m],CHEBI:58349,15938972
s_1211[p],CHEBI:58349,15938972
s_1212[c],CHEBI:57783,15983949
s_1213[er],CHEBI:57783,15983949
s_1214[m],CHEBI:57783,15983949
s_1215[p],CHEBI:57783,15983949
s_1216[c],CHEBI:17154,936
s_1217[n],CHEBI:17154,936
s_1218[c],CHEBI:15927,439924
s_1219[c],CHEBI:32544,937
s_1220[e],CHEBI:32544,937
s_1221[m],CHEBI:32544,937
s_1222[c],CHEBI:57502,46878382
s_1223[m],CHEBI:57502,46878382
s_1224[c],CHEBI:14649,23617374
s_1225[e],CHEBI:14649,23617374
s_1227[n],CHEBI:14649,23617374
s_1228[p],CHEBI:14649,23617374
s_1229[lp],CHEBI:53034,44224042
s_1230[c],CHEBI:18162,5280630
s_1231[c],CHEBI:53044,5280650
s_1232[lp],CHEBI:53044,5280650
s_1233[c],CHEBI:16288,439389
s_1234[c],CHEBI:17981,99478
s_1235[c],CHEBI:57589,7045767
s_1236[m],CHEBI:57589,7045767
s_1237[p],CHEBI:57589,7045767
s_1238[c],CHEBI:57590,46878406
s_1239[c],CHEBI:58190,7059434
s_1240[er],CHEBI:58190,7059434
s_1241[c],CHEBI:57661,46878420
s_1246[lp],CHEBI:53035,44224043
s_1248[c],CHEBI:25646,119389
s_1250[e],CHEBI:25646,119389
s_1253[p],CHEBI:25646,119389
s_1254[m],CHEBI:7725,
s_1258[p],CHEBI:15533,445344
s_1259[lp],CHEBI:53045,5280651
s_1260[c],CHEBI:30823,5460221
s_1262[c],CHEBI:57387,25245426
s_1265[p],CHEBI:57387,25245426
s_1266[c],CHEBI:46912,16755646
s_1267[e],CHEBI:46912,16755646
s_1268[m],CHEBI:46912,16755646
s_1269[c],CHEBI:30839,1492348
s_1270[c],CHEBI:57538,46878393
s_1271[c],CHEBI:16452,164550
s_1272[e],CHEBI:16452,164550
s_1273[m],CHEBI:16452,164550
s_1274[p],CHEBI:16452,164550
s_1275[c],CHEBI:15379,977
s_1276[er],CHEBI:15379,977
s_1277[e],CHEBI:15379,977
s_1278[m],CHEBI:15379,977
s_1279[p],CHEBI:15379,977
s_1282[c],CHEBI:58141,25243905
s_1283[c],CHEBI:57553,135398584
s_1284[c],CHEBI:52968,135548351
s_1286[c],CHEBI:7896,504166
s_1288[e],CHEBI:7896,504166
s_1291[p],CHEBI:7896,504166
s_1293[c],CHEBI:32372,5461012
s_1295[e],CHEBI:32372,5461012
s_1298[p],CHEBI:32372,5461012
s_1302[c],CHEBI:57379,45266605
s_1303[er],CHEBI:57379,45266605
s_1305[p],CHEBI:57379,45266605
s_1307[c],CHEBI:47942,23657845
s_1308[m],CHEBI:47942,23657845
s_1309[e],CHEBI:17309,445929
s_1310[lp],CHEBI:53038,44224046
s_1311[c],CHEBI:53048,5280659
s_1312[lp],CHEBI:53048,5280659
s_1313[m],CHEBI:53048,5280659
s_1314[c],CHEBI:29153,
s_1315[m],CHEBI:29153,
s_1316[c],CHEBI:31988,7654
s_1317[e],CHEBI:31988,7654
s_1318[c],CHEBI:16424,998
s_1319[e],CHEBI:16424,998
s_1320[m],CHEBI:16424,998
s_1321[c],CHEBI:18401,4409936
s_1322[c],CHEBI:43474,3681305
s_1323[er],CHEBI:43474,3681305
s_1324[e],CHEBI:43474,3681305
s_1325[g],CHEBI:43474,3681305
s_1326[m],CHEBI:43474,3681305
s_1329[v],CHEBI:43474,3681305
s_1337[c],CHEBI:18303,
s_1346[c],CHEBI:49183,
s_1351[c],CHEBI:16038,
s_1352[er],CHEBI:16038,
s_1360[c],CHEBI:58702,3674425
s_1361[m],CHEBI:58702,3674425
s_1364[c],CHEBI:58564,24916886
s_1365[c],CHEBI:58467,45266654
s_1366[er],CHEBI:46961,122121
s_1367[er],CHEBI:46970,10883829
s_1368[c],CHEBI:57360,45266589
s_1371[c],CHEBI:17909,139340
s_1372[c],CHEBI:58126,6921588
s_1373[c],CHEBI:26216,5462222
s_1374[e],CHEBI:26216,5462222
s_1375[c],CHEBI:58827,25245987
s_1376[c],CHEBI:57623,15983958
s_1377[c],CHEBI:29934,5460303
s_1378[c],CHEBI:57845,46931104
s_1379[c],CHEBI:29154,
s_1382[m],CHEBI:57386,25245711
s_1383[m],CHEBI:36159,9548816
s_1384[c],CHEBI:57307,20849104
s_1385[m],CHEBI:57307,20849104
s_1386[c],CHEBI:58017,20848918
s_1387[m],CHEBI:58017,20848918
s_1388[c],CHEBI:58380,25245232
s_1389[c],CHEBI:326268,3452892
s_1390[e],CHEBI:326268,3452892
s_1391[v],CHEBI:326268,3452892
s_1392[c],CHEBI:17310,1050
s_1393[c],CHEBI:597326,644168
s_1394[c],CHEBI:57761,25245492
s_1395[c],CHEBI:58451,25246271
s_1396[c],CHEBI:16709,1054
s_1397[e],CHEBI:16709,1054
s_1398[c],CHEBI:58589,24794348
s_1399[c],CHEBI:15361,107735
s_1400[e],CHEBI:15361,107735
s_1401[m],CHEBI:15361,107735
s_1403[c],CHEBI:29959,5460301
s_1404[m],CHEBI:29959,5460301
s_1405[c],CHEBI:57986,45480541
s_1406[e],CHEBI:57986,45480541
s_1407[m],CHEBI:57986,45480541
s_1408[c],CHEBI:18189,440101
s_1409[m],CHEBI:50622,24906333
s_1410[m],CHEBI:16882,
s_1411[m],CHEBI:17432,11953795
s_1412[c],CHEBI:16490,5459852
s_1413[c],CHEBI:16680,439155
s_1415[m],CHEBI:16680,439155
s_1416[c],CHEBI:15414,34756
s_1418[e],CHEBI:15414,34756
s_1419[m],CHEBI:15414,34756
s_1420[c],CHEBI:57443,25203490
s_1421[c],CHEBI:57688,25246250
s_1422[c],CHEBI:58533,45266677
s_1423[c],CHEBI:58548,23615271
s_1424[c],CHEBI:17728,145692
s_1425[e],CHEBI:17728,145692
s_1426[c],CHEBI:58335,46878435
s_1427[c],CHEBI:57483,46878379
s_1428[c],CHEBI:29162,
s_1429[c],CHEBI:36208,7057976
s_1430[c],CHEBI:60052,70678579
s_1431[c],CHEBI:58351,25245154
s_1432[ce],CHEBI:16870,657272
s_1433[c],CHEBI:16870,657272
s_1435[e],CHEBI:16870,657272
s_1437[c],CHEBI:26708,5360545
s_1438[e],CHEBI:26708,5360545
s_1439[c],CHEBI:57834,6992097
s_1440[e],CHEBI:57834,6992097
s_1441[v],CHEBI:57834,6992097
s_1442[c],CHEBI:45725,446718
s_1443[e],CHEBI:45725,446718
s_1444[v],CHEBI:45725,446718
s_1445[er],CHEBI:57817,46878428
s_1446[er],CHEBI:57939,46878432
s_1447[c],CHEBI:15440,638072
s_1448[er],CHEBI:15440,638072
s_1449[c],CHEBI:25629,3033836
s_1450[e],CHEBI:25629,3033836
s_1451[p],CHEBI:25629,3033836
s_1454[c],CHEBI:57394,45266614
s_1457[p],CHEBI:57394,45266614
s_1458[c],CHEBI:30031,160419
s_1459[e],CHEBI:30031,160419
s_1460[m],CHEBI:30031,160419
s_1461[c],CHEBI:57706,9543238
s_1464[m],CHEBI:57292,45266545
s_1466[e],CHEBI:17992,5988
s_1467[c],CHEBI:16189,1117
s_1468[e],CHEBI:16189,1117
s_1469[c],CHEBI:17137,104748
s_1470[e],CHEBI:17137,104748
s_1471[c],CHEBI:15891,1123
s_1472[e],CHEBI:15891,1123
s_1473[c],CHEBI:36257,9548794
s_1474[v],CHEBI:36257,9548794
s_1475[c],CHEBI:45931,5431
s_1476[e],CHEBI:45931,5431
s_1477[m],CHEBI:45931,5431
s_1479[c],CHEBI:52974,3082227
s_1480[er],CHEBI:52974,3082227
s_1482[p],CHEBI:52974,3082227
s_1483[lp],CHEBI:53039,44224047
s_1486[c],CHEBI:58140,135398571
s_1487[c],CHEBI:20506,135444742
s_1488[m],CHEBI:20506,135444742
s_1489[c],CHEBI:18385,1130
s_1490[e],CHEBI:18385,1130
s_1491[c],CHEBI:29163,
s_1492[m],CHEBI:29163,
s_1493[c],CHEBI:17748,5789
s_1494[e],CHEBI:17748,5789
s_1497[c],CHEBI:9533,1131
s_1498[e],CHEBI:9533,1131
s_1503[c],CHEBI:15708,5289496
s_1504[m],CHEBI:15708,5289496
s_1507[p],CHEBI:61406,50909850
s_1510[p],CHEBI:57330,45266564
s_1513[p],CHEBI:52975,44176398
s_1516[p],CHEBI:50570,24906330
s_1519[p],CHEBI:61405,46173185
s_1520[c],CHEBI:16551,7427
s_1521[e],CHEBI:16551,7427
s_1522[v],CHEBI:16551,7427
s_1523[lp],CHEBI:53040,25246092
s_1524[c],CHEBI:17855,
s_1526[c],CHEBI:57484,4030255
s_1527[c],CHEBI:29159,
s_1528[m],CHEBI:29159,
s_1529[c],CHEBI:17890,10685
s_1530[e],CHEBI:17890,10685
s_1531[m],CHEBI:17890,10685
s_1532[c],CHEBI:58938,15938964
s_1533[c],CHEBI:29161,
s_1534[m],CHEBI:29161,
s_1535[m],CHEBI:52970,5813154
s_1537[m],CHEBI:52971,5283544
s_1538[c],CHEBI:58223,20056717
s_1539[g],CHEBI:58223,20056717
s_1540[n],CHEBI:58223,20056717
s_1541[c],CHEBI:58439,44229096
s_1542[g],CHEBI:58439,44229096
s_1543[c],CHEBI:58367,44229134
s_1544[c],CHEBI:57705,16667373
s_1545[c],CHEBI:57865,1778309
s_1546[g],CHEBI:57865,1778309
s_1547[m],CHEBI:57865,1778309
s_1548[n],CHEBI:57865,1778309
s_1549[lp],CHEBI:53042,5280604
s_1550[c],CHEBI:17568,1174
s_1551[e],CHEBI:17568,1174
s_1552[c],CHEBI:16199,1176
s_1553[e],CHEBI:16199,1176
s_1554[c],CHEBI:15832,9543250
s_1555[c],CHEBI:49050,336
s_1556[c],CHEBI:16704,6029
s_1557[e],CHEBI:16704,6029
s_1558[c],CHEBI:57308,25202645
s_1559[c],CHEBI:46398,7058168
s_1560[m],CHEBI:46398,7058168
s_1561[c],CHEBI:29164,
s_1562[m],CHEBI:29164,
s_1563[c],CHEBI:18107,64959
s_1564[e],CHEBI:18107,64959
s_1565[c],CHEBI:57464,23421208
s_1566[c],CHEBI:17151,6912
s_1567[e],CHEBI:17151,6912
s_1568[ce],CHEBI:18252,92746
s_1569[c],CHEBI:18252,92746
s_1571[e],CHEBI:18252,92746
s_1572[lp],CHEBI:18252,92746
s_1576[c],CHEBI:52388,25271595
s_1577[c],CHEBI:52615,42626458
s_1578[c],CHEBI:52389,25271596
s_1579[c],CHEBI:52386,22298942
s_1582[c],CHEBI:29170,
s_1583[c],CHEBI:29171,
s_1584[m],CHEBI:29171,
s_1585[c],CHEBI:29172,
s_1586[m],CHEBI:29172,
s_1587[c],CHEBI:29186,
s_1588[m],CHEBI:29186,
s_1589[c],CHEBI:29167,
s_1590[c],CHEBI:29168,
s_1591[c],CHEBI:29175,
s_1592[m],CHEBI:29175,
s_1593[c],CHEBI:29176,
s_1594[c],CHEBI:29178,
s_1595[m],CHEBI:29178,
s_1596[c],CHEBI:29174,
s_1597[m],CHEBI:29174,
s_1598[c],CHEBI:29169,
s_1599[m],CHEBI:29169,
s_1600[c],CHEBI:29185,
s_1601[m],CHEBI:29185,
s_1602[c],CHEBI:29173,
s_1603[m],CHEBI:29173,
s_1604[c],CHEBI:29184,
s_1605[m],CHEBI:29184,
s_1606[c],CHEBI:29177,
s_1607[c],CHEBI:29179,
s_1608[c],CHEBI:29180,
s_1609[m],CHEBI:29180,
s_1610[c],CHEBI:29181,
s_1611[m],CHEBI:29181,
s_1612[c],CHEBI:29182,
s_1613[m],CHEBI:29182,
s_1614[c],CHEBI:29183,
s_1615[m],CHEBI:29183,
s_1616[c],CHEBI:15033,
s_1617[m],CHEBI:15033,
s_1618[n],CHEBI:15033,
s_1619[p],CHEBI:15033,
s_1620[c],CHEBI:18191,
s_1621[m],CHEBI:18191,
s_1622[n],CHEBI:18191,
s_1623[p],CHEBI:18191,
s_2763[c],CHEBI:18344,3845
s_2764[c],CHEBI:18386,7124
s_1845[m],CHEBI:18359,
s_2766[e],CHEBI:18364,165609
s_2768[e],CHEBI:18249,11090531
s_2770[m],CHEBI:2393,
s_2771[m],CHEBI:3247,
s_2772[m],CHEBI:1642,
s_2773[m],CHEBI:5704,
s_2774[m],CHEBI:1646,
s_2775[m],,
s_2776[m],CHEBI:326,
s_2777[m],CHEBI:80387,
s_2778[m],CHEBI:132146,
s_2779[m],CHEBI:10727,
s_2780[m],,
s_2781[erm],CHEBI:57375,25113193
s_2782[erm],CHEBI:57384,45266608
s_2783[erm],CHEBI:24636,5460653
s_2784[erm],CHEBI:16526,280
s_2785[erm],CHEBI:57287,25113190
s_2786[erm],CHEBI:28726,11966197
s_2787[erm],CHEBI:57385,25244582
s_2788[erm],CHEBI:57349,25244191
s_2789[erm],CHEBI:57379,45266605
s_2790[erm],CHEBI:50571,22833664
s_2791[erm],CHEBI:57394,45266614
s_2792[erm],CHEBI:52327,25229571
s_2793[erm],CHEBI:15527,3081439
s_2794[erm],CHEBI:52328,25229584
s_2795[erm],CHEBI:65088,168166
s_2796[erm],CHEBI:52329,25229583
s_2797[erm],CHEBI:52974,3082227
s_2798[erm],CHEBI:52977,25271602
s_2799[erm],CHEBI:57783,15983949
s_2800[erm],CHEBI:58349,15938972
s_2801[erm],CHEBI:27466,11966177
s_2802[erm],CHEBI:27402,11966179
s_2803[erm],CHEBI:50583,24906329
s_2804[erm],CHEBI:52324,25229587
s_2805[erm],CHEBI:52325,25229586
s_2806[erm],CHEBI:52326,25229585
s_2807[erm],CHEBI:52976,25271601
s_2808[erm],CHEBI:15377,962
s_2809[erm],CHEBI:61405,46173185
s_2810[erm],,
s_2811[erm],CHEBI:50570,24906330
s_2812[erm],,
s_2813[erm],,
s_2814[erm],CHEBI:75068,71627273
s_2815[erm],CHEBI:52975,44176398
s_2816[erm],CHEBI:52966,25246198
s_2817[erm],CHEBI:15379,977
s_2818[erm],CHEBI:57945,21604869
s_2819[erm],CHEBI:61540,25244393
s_2820[erm],CHEBI:57540,15938971
s_2821[erm],CHEBI:57387,25245426
s_2822[e],CHEBI:17968,104775
s_2824[e],CHEBI:17120,4398339
s_2826[e],CHEBI:30823,5460221
s_2828[c],CHEBI:17968,104775
s_2829[c],CHEBI:17120,4398339
s_2831[erm],CHEBI:30616,5461108
s_2832[erm],CHEBI:18262,4149208
s_2833[erm],CHEBI:456215,15938965
s_2834[erm],CHEBI:33019,4097574
s_2835[erm],CHEBI:30807,4075158
s_2836[erm],CHEBI:7896,504166
s_2837[erm],CHEBI:32372,5461012
s_2838[erm],CHEBI:25629,3033836
s_2839[erm],CHEBI:30823,5460221
s_2840[lp],CHEBI:30616,5461108
s_2841[lp],CHEBI:18262,4149208
s_2842[lp],CHEBI:456215,15938965
s_2843[lp],CHEBI:57375,25113193
s_2844[lp],CHEBI:30807,4075158
s_2845[lp],CHEBI:57385,25244582
s_2846[lp],CHEBI:7896,504166
s_2847[lp],CHEBI:57379,45266605
s_2848[lp],CHEBI:32372,5461012
s_2849[lp],CHEBI:61540,25244393
s_2850[lp],CHEBI:25629,3033836
s_2851[lp],CHEBI:57394,45266614
s_2852[lp],CHEBI:30823,5460221
s_2853[lp],CHEBI:57387,25245426
s_2854[p],CHEBI:61540,25244393
s_2855[p],CHEBI:30823,5460221
s_2856[ce],CHEBI:30616,5461108
s_2857[ce],CHEBI:57287,25113190
s_2858[ce],CHEBI:32360,5461017
s_2859[ce],CHEBI:456215,15938965
s_2860[ce],CHEBI:33019,4097574
s_2861[ce],CHEBI:15527,3081439
s_2862[ce],CHEBI:23858,5460660
s_2863[ce],CHEBI:65088,168166
s_2864[ce],CHEBI:31014,5461021
s_2865[ce],CHEBI:52974,3082227
s_2866[ce],CHEBI:31013,5461023
s_2867[ce],CHEBI:52966,25246198
s_2868[erm],CHEBI:23858,5460660
s_2869[erm],CHEBI:31014,5461021
s_2870[erm],CHEBI:31013,5461023
s_2871[lp],CHEBI:23858,5460660
s_2872[lp],CHEBI:65088,168166
s_2873[lp],CHEBI:31014,5461021
s_2874[lp],CHEBI:52974,3082227
s_2875[lp],CHEBI:31013,5461023
s_2876[lp],CHEBI:52966,25246198
s_2877[c],CHEBI:61540,25244393
s_2878[c],CHEBI:15527,3081439
s_2879[p],CHEBI:15527,3081439
s_2880[c],CHEBI:65088,168166
s_2881[p],CHEBI:65088,168166
s_2882[p],CHEBI:17968,104775
s_2883[p],CHEBI:17120,4398339
s_2884[p],CHEBI:57371,45266598
s_2885[p],CHEBI:27540,449118
s_2886[p],CHEBI:36926,5497143
s_2887[p],CHEBI:28706,11966204
s_2888[p],CHEBI:27537,11966175
s_2889[p],,
s_2890[p],,
s_2891[p],CHEBI:75068,71627273
s_2892[p],CHEBI:78178,86289269
s_2893[p],,
s_2894[p],CHEBI:88067,25244135
s_2895[p],,
s_2896[p],,
s_2897[p],CHEBI:15530,5497112
s_2898[p],CHEBI:88008,91828289
s_2899[p],CHEBI:88086,91828300
s_2900[p],CHEBI:70712,70679011
s_2901[p],,
s_2902[p],CHEBI:15452,11966146
s_2903[p],CHEBI:74474,71581147
s_2904[p],CHEBI:28573,11966193
s_2905[p],CHEBI:76453,72193814
s_2906[p],CHEBI:76375,72193817
s_2907[p],CHEBI:76463,72193810
s_2908[p],,
s_2909[p],,
s_2910[p],,
s_2911[p],CHEBI:87781,91828285
s_2912[p],CHEBI:88087,91828302
s_2913[p],CHEBI:88072,91828295
s_2914[p],CHEBI:57286,45266540
s_2915[p],CHEBI:27648,3082152
s_2916[p],CHEBI:28264,11966162
s_2917[p],CHEBI:52327,25229571
s_2918[p],CHEBI:52328,25229584
s_2919[p],CHEBI:52329,25229583
s_2920[p],CHEBI:53152,25244394
s_2921[p],,
s_2922[p],,
s_2923[p],CHEBI:78146,6538274
s_2924[p],CHEBI:88090,91828304
s_2925[p],CHEBI:88080,90659296
s_2926[p],,
s_2927[p],CHEBI:27989,11966217
s_2928[p],CHEBI:139121,129900406
s_2929[p],,
s_2930[p],CHEBI:72001,25245148
s_2931[p],CHEBI:88083,90658577
s_2932[p],CHEBI:28002,11966165
s_2933[p],CHEBI:88084,90659085
s_2934[erm],CHEBI:57597,7048686
s_2935[erm],CHEBI:15799,6419701
s_2936[erm],CHEBI:75070,52929751
s_2937[erm],CHEBI:74850,9547179
s_2938[erm],CHEBI:62837,5311263
s_2939[erm],CHEBI:57642,4643300
s_2940[erm],CHEBI:17868,167650
s_2941[erm],,
s_2942[erm],CHEBI:36476,440127
s_2943[erm],CHEBI:36475,5280612
s_2944[lp],CHEBI:15799,6419701
s_2945[lp],CHEBI:75070,52929751
s_2946[lp],CHEBI:74850,9547179
s_2947[lp],CHEBI:62837,5311263
s_2948[lp],CHEBI:17868,167650
s_2949[lp],,
s_2950[lp],CHEBI:36476,440127
s_2951[lp],CHEBI:36475,5280612
s_2952[lp],CHEBI:57783,15983949
