6106,YBR068C
280,YGR256W
6106,YNL101W
5793,YDR343C
5793,YOL157C
5961,YFL059W
977,YER014W
5793,YGR292W
9543989,YOR245C
6137,YKL069W
177,YMR303C
280,YMR108W
280,YKL182W
977,YML086C
5950,YOR348C
175,YMR170C
6288,YGL169W
280,YPL231W
5961,YPR035W
6057,YGR185C
6137,YGR055W
177,YER073W
9700,YOR074C
977,YML110C
5793,YJR158W
6137,YPL273W
6267,YLR155C
439155,YBR034C
977,YBL098W
280,YMR189W
6106,YHR208W
5793,YIL172C
5961,YJR103W
280,YKL029C
6137,YHL036W
440101,YHL011C
5793,YBR001C
5862,YLL058W
5793,YLR446W
977,YGL191W
193305,YLR438W
5961,YMR217W
283,YJL068C
5961,YNL334C
5961,YBR248C
977,YBR035C
5950,YOR335C
977,YJR078W
6137,YBL091C
6267,YLR160C
175,YLR308W
177,YGR087C
439155,YML008C
22298942,YGL001C
5793,YGL253W
91552,YLL058W
5961,YGR061C
784,YNL229C
977,Q0275
280,YDR062W
5793,YBR229C
280,YDR148C
439155,YDR440W
280,YEL021W
280,YNL037C
6267,YDR321W
12647,YJR139C
5961,YOR303W
280,YLR134W
175,YAL054C
6140,YLR060W
784,YPL059W
6288,YCL064C
750,YDR232W
280,YIR032C
283,YDR487C
280,YGR170W
439155,YHR109W
5793,YPR184W
6106,YKL146W
784,YBR035C
6306,YKR039W
6306,YBL076C
175,YGR012W
6288,YCR053W
5793,YDR001C
177,YJR149W
5793,YGL027C
6287,YGR094W
280,YNL169C
6140,YGL202W
177,YEL046C
22298938,YGL001C
750,YEL046C
280,YKL184W
5961,YER090W
6106,YJR001W
24906328,YLR100W
784,YBL064C
977,YGR175C
784,YKR066C
177,YMR170C
175,YCR010C
439155,YGR255C
312,YNL275W
280,YOR136W
283,YOR388C
5793,YJL219W
7427,YML100W
977,YJR025C
5961,YKL104C
7427,YBR001C
977,YGL187C
5961,YBL039C
280,YOR128C
5951,YDR062W
6140,YFL022C
977,YMR020W
64689,YMR306W
6137,YLR244C
977,YDR231C
22212495,YGR060W
977,YIL111W
7427,YDR074W
283,YHR042W
439155,YOL096C
177,YMR110C
280,YLR372W
439155,YOR125C
64689,YLR446W
5793,YEL069C
5793,YDR342C
5862,YLR303W
5961,YKL146W
977,YGR234W
5961,YBL080C
6106,YLR382C
784,YJR048W
5961,YNR033W
5793,YDL245C
91552,YLR303W
6140,YHR137W
784,YMR020W
977,YNL052W
6288,YEL046C
6267,YLR157C
5961,YKL211C
280,YNL009W
280,YCR034W
750,YGR144W
440101,YER099C
64689,YGR282C
177,YPL061W
977,Q0250
6288,YKL194C
784,YGR209C
977,YPL132W
6137,YOR196C
177,YOL086C
5793,YIL162W
5961,YJR001W
6274,YCL030C
280,YKL088W
175,YOR374W
6287,YJR148W
6306,YBR068C
280,YLR044C
5961,YHR074W
283,YEL038W
64689,YOR190W
5862,YML082W
177,YGL256W
280,YIL125W
5950,YFL030W
64689,YCR034W
1117,YJR010W
6106,YDR046C
6137,YLR303W
977,YLR395C
444679,YIL013C
145742,YER087W
5961,YGR124W
91552,YML082W
6106,YCL025C
444679,YOR011W
5961,YJL130C
283,YDR428C
5793,YHR092C
784,YML086C
440101,YBL068W
977,YJR104C
145742,YLR142W
6106,YPL160W
5862,YFR044C
977,YJR149W
977,YEL039C
280,YAL044C
5961,YOR168W
5793,YMR011W
5793,YLR081W
22298942,YLR100W
5793,YHR094C
280,YBR221C
977,YGL055W
64689,YLR300W
439155,YER175C
280,YDL066W
888,YPL060W
312,YJR040W
5793,YDR345C
5961,YNL101W
784,YDR453C
977,YLR038C
5862,YGR012W
784,YJR104C
280,YOR054C
5862,YJR130C
175,YJR130C
784,YLR109W
6274,YKR039W
280,YHR137W
784,YEL039C
280,YNR057C
145742,YHR020W
444679,YGL012W
784,YKL026C
64689,YDR261C
6106,YKR039W
22212495,YLR100W
977,YDR044W
283,YBR084W
91552,YJR130C
280,YNL036W
439155,YHR119W
7427,YGR289C
6137,YDR502C
5961,YNL333W
280,YDR380W
280,YMR250W
439155,YJL168C
280,YIL094C
750,YFL018C
5961,YDL171C
6267,YKR039W
145742,YER023W
6306,YJR148W
750,YDR019C
12647,YHR025W
5793,YHR096C
977,YHR042W
977,YDR256C
175,YLR153C
443212,YNL280C
5793,YPR026W
5793,YCL040W
977,YGR255C
5862,YNL247W
977,YDR376W
5862,YJL101C
6106,YDR508C
280,YDL080C
5951,YCL064C
977,YHR116W
