977,YMR256C
977,YLL018C-A
6137,YGR171C
280,YOR054C
977,YOL096C
64689,YCR034W
177,YBR145W
6267,YHR019C
280,YNL169C
439155,YML110C
177,YGL256W
977,YEL039C
977,YGL055W
977,YER014W
5862,YML082W
6274,YPR033C
5961,YER090W
750,YGL234W
145742,YER087W
280,YNL071W
12647,YNL277W
280,YGR170W
977,YJR048W
5961,YMR300C
283,YJL068C
280,YER178W
280,YDR062W
6288,YCR053W
280,YFL018C
5950,YHR137W
280,YGL001C
5961,YGR124W
784,YKR066C
280,YHR137W
64689,YLR342W
784,YML086C
5793,YDR516C
977,YHR008C
5793,YBR299W
5961,YPR145W
5961,YFL059W
977,YMR015C
280,YOR388C
177,YGR087C
280,YKR097W
7427,YBR126C
977,YJR078W
977,YDR044W
91552,YGL184C
6137,YLR180W
5961,YKL211C
177,YLR134W
280,YGR256W
6287,YHR208W
280,YKL088W
5793,YGR292W
5961,YKL104C
5862,YFR044C
439155,YLR172C
91552,YER091C
280,YIR032C
280,YDR539W
175,YBL015W
5951,YGR155W
439155,YLR285W
91552,YML082W
6288,YIL078W
5961,YBL039C
5951,YGR208W
784,YGR209C
977,YBR035C
5961,YOR168W
280,YKL182W
5950,YCL017C
5793,YHR094C
5961,YBR248C
5961,YMR084W
439155,YJL168C
5951,YMR296C
5862,YGR012W
280,YDR538W
5951,YCL064C
5961,YMR217W
5793,YJL214W
977,YHR116W
280,YMR189W
977,YJR025C
7427,YDR074W
977,YDR231C
5793,YEL069C
5793,YJL216C
5862,YJR130C
5793,YDR342C
977,YDL067C
5793,YHR096C
283,YBR084W
280,YNL009W
5793,YJL221C
784,YGR088W
280,YCR034W
5950,YLR231C
283,YBL033C
6306,YBL076C
6106,YJR148W
6267,YDR321W
283,YHR007C
22298938,YGR060W
64689,YOR190W
444679,YGL012W
5951,YDR023W
175,YOR374W
6137,YOR196C
977,YJL003W
977,YOR125C
5950,YFL030W
24906328,YLR100W
439155,YGR255C
64689,YGR282C
5951,YHR011W
750,YMR189W
6106,YLR382C
280,YBR208C
280,YBR221C
280,YDR047W
750,YPR081C
6288,YCL064C
5961,YGR061C
91552,YER043C
977,YGL205W
7427,YBR001C
439155,YGR157W
6140,YLR060W
439155,YER175C
280,YDR044W
91552,YLL062C
280,YJR148W
175,YLR153C
175,YPL061W
177,YOR374W
283,YGR267C
977,YLR038C
6057,YGR185C
5961,YJL130C
145742,YER023W
175,YAL054C
91552,YJR130C
5793,YJL219W
6288,YER086W
177,YOL086C
750,YLR058C
5793,YDR343C
6140,YFL022C
175,YMR281W
5961,YHR074W
24906328,YGL001C
7427,YML100W
175,YER073W
283,YDR428C
443212,YNL280C
1117,YCL050C
6288,YEL046C
977,YGR234W
977,YJR104C
977,Q0045
750,YAL044C
6306,YHR208W
6137,YGR264C
5961,YOR303W
22212495,YGR060W
5950,YLR089C
784,YIR037W
439155,YER043C
443212,YHR007C
280,YCL009C
5951,YBR263W
175,YGR012W
280,YDR232W
177,YPL061W
