439155,YDR410C
784,YMR020W
784,YBR244W
439155,YLL062C
91552,YPL273W
145742,YHR020W
280,YNL037C
6137,YDR502C
977,YHR007C
271,YGL167C
439155,YJR073C
6140,YPR047W
177,YER073W
6267,YLR158C
280,YNR043W
5862,YLR303W
280,YOR136W
977,YHR051W
750,YFL018C
977,YDR297W
439155,YOL096C
5961,YFL060C
64689,YGR032W
7427,YDR001C
6267,YGR124W
7427,YPR026W
280,YOL052C
6106,YHR208W
283,YMR009W
280,YMR250W
977,YGR062C
977,YBL098W
280,YNR057C
6267,YPR145W
977,YGL191W
439155,YPL273W
977,YML110C
6137,YGL202W
750,YFR044C
5793,YFL011W
175,YMR170C
6137,YHR137W
280,YKR072C
91552,YFR055W
280,YPL231W
6267,YLR160C
5961,YJR103W
977,YMR272C
280,YMR296C
5862,YCL017C
6288,YKL194C
280,YKL029C
977,YGR175C
177,YMR083W
5961,YBL080C
6274,YCL030C
5961,YJR109C
5862,YNL247W
5793,YLR081W
5793,YDL245C
784,YHR008C
283,YEL038W
977,YML086C
5950,YOR335C
977,YGL187C
177,YMR170C
5950,YDR111C
5951,YLR058C
91552,YLR303W
280,YIL125W
280,YLR044C
64689,YDR261C
280,YDL080C
280,YDL066W
6288,YGL169W
977,YIL111W
5793,YOL156W
280,YLR372W
977,Q0275
177,YEL046C
439155,YML008C
9700,YJR057W
6137,YLL062C
193305,YOR323C
784,YBR035C
6267,YCR024C
280,YHR183W
5862,YAL012W
5961,YNL334C
91552,YGR155W
193305,YLR438W
280,YDR019C
5793,YGL027C
271,YGL006W
280,YFR047C
977,Q0250
5793,YOL157C
283,YOR388C
175,YLR303W
5951,YDR062W
1117,YJR010W
6106,YPL160W
750,YEL046C
6137,YPL273W
5951,YER026C
977,YLR395C
750,YGR144W
444679,YNR019W
750,YFL030W
6287,YGR094W
6137,YER091C
5862,YIL083C
91552,YLL058W
977,YDR256C
439155,YDR440W
977,YGR088W
280,YGR087C
280,YDR148C
750,YDR019C
439155,YOR125C
977,YPL252C
280,YLR134W
5793,YFR053C
6306,YPL040C
5961,YPR035W
22298942,YLR100W
784,YCR083W
977,YGR255C
5793,YMR011W
784,YGL205W
6057,YLR027C
784,YBL064C
9700,YOR074C
5793,YCL040W
280,YDR380W
64689,YLR300W
5793,YGR287C
750,YDR232W
280,YEL021W
784,YLR043C
6057,YPL097W
6306,YJR148W
5793,YDR345C
5793,YGL253W
977,YPL132W
7427,YMR261C
12647,YJR139C
444679,YKL140W
750,YBR121C
280,YER061C
5961,YDL171C
750,YBR263W
5793,YNR072W
22298938,YGL001C
283,YDR487C
22298942,YGL001C
280,YIL094C
784,YJR104C
6287,YJR148W
6137,YLR303W
444679,YLL012W
280,YHR208W
280,YKL184W
283,YGR204W
977,YER141W
977,YGR060W
977,YDR376W
5793,YJR158W
439155,YHR109W
5951,YGL026C
6140,YGL202W
145742,YLR142W
5961,YNR033W
177,YMR303C
444679,YCR048W
6057,YGL202W
6140,YHR137W
280,YOR128C
6267,YLR157C
784,YDR256C
6057,YHR137W
280,YMR108W
6137,YKL069W
6267,YLR155C
977,YMR020W
439155,YKR069W
977,YNL052W
22212495,YLR100W
280,YNL316C
977,YLR056W
5862,YJL101C
177,YLR044C
5793,YHR092C
750,YOL049W
784,YKL026C
12647,YHR025W
312,YJR040W
280,YLR174W
280,YBR166C
280,YAL044C
439155,YHR119W
